,Temperature,Revenue
160,10.24505765,273.0733418
161,11.07784312,280.5184674
162,25.49968375,583.0844489
163,27.93134811,648.5546445
164,28.4595428,726.2337713
165,13.30179635,335.8156867
166,25.99599345,570.5778753
167,32.80503252,685.6546554
168,32.71638067,775.7228577
169,32.10707989,773.9247547
170,24.77867495,540.9775109
171,15.02911176,366.2477143
172,23.42464718,539.5277397
173,35.21724007,809.7777259
174,16.37957324,376.5544719
175,20.55667911,477.8417185
176,21.32239237,520.4703098
177,26.94363797,654.1974057
178,22.63473505,518.2161052
179,33.25089892,782.0125497
180,8.991760111,250.1317278
181,26.87495294,634.5847506
182,21.35802411,488.1708088
183,22.00987431,520.8534562
184,29.12912778,652.0054081
185,16.19129752,383.9562396
186,35.35976059,796.5176848
187,11.18775682,293.9263927
188,16.55584289,414.423028
189,30.33033167,691.9580059
190,12.90066587,339.1095829
191,19.81463838,471.7015569
192,20.93460766,499.4583433
193,23.59102806,542.6080704
194,16.55794796,401.9247923
195,30.66659556,680.0271205
196,9.81251047,258.2868099
197,31.57998903,715.1246952
198,25.42216523,608.9363452
199,25.24114819,574.7106486
200,26.87358624,615.9266502
201,21.42455778,533.3243245
202,23.9638795,578.3604354
203,10.4471261,278.3098441
204,5.822332345,186.4764868
205,16.14582413,395.2737497
206,23.95931178,537.113833
207,9.782380752,228.9010303
208,23.97593152,603.2329422
209,10.09664458,272.8570213
210,22.38760374,493.1154676
211,27.32232277,612.8037704
212,20.24734584,437.2519927
213,23.15300185,506.4937476
214,15.75395072,409.4938476
215,27.57296049,562.7924633
216,18.77682968,402.3984607
217,22.65313582,532.05402
218,17.99302022,413.9140669
219,13.11245224,332.1501054
220,24.80257679,563.3012801
221,18.60275025,472.5493427
222,25.8659433,596.9842407
223,26.25074588,596.8891052
224,13.36431317,268.9291794
225,21.54045905,528.1162401
226,27.12812867,627.6508336
227,26.9441229,618.1720908
228,38.14633277,850.2469822
229,4.236464973,118.8121496
230,9.403479209,278.0627594
231,20.15334527,449.1128688
232,19.72133149,448.9304429
233,19.19495126,463.0656143
234,19.17204498,474.832244
235,36.11656147,824.9543567
236,23.41086133,553.1196514
237,29.91930886,696.6401775
238,32.00436506,675.807151
239,29.76822349,695.8512979
240,11.13270573,288.1581451
241,23.38514451,506.4321353
242,27.70505923,618.4572771
243,15.04792332,367.0523757
244,6.352459369,191.6233119
245,14.2635406,334.4337199
246,25.42294716,583.7597813
247,24.72715441,538.1796842
248,16.30012497,394.1686196
249,18.14895234,473.5681122
250,18.57811922,427.1383693
251,32.33480808,747.9632701
252,7.561124941,212.4835594
253,31.47122432,691.5165411
254,28.33536277,632.901914
255,17.63693676,448.5499609
256,21.70395288,521.6728037
257,18.46290678,437.8287103
258,32.47979434,706.7246037
259,17.36073198,405.2503868
260,21.00704512,503.0842679
261,23.57711325,570.9909316
262,30.76273994,706.3649044
263,22.6785601,543.9850584
264,28.85519147,641.0253891
265,9.651495249,274.6789209
266,18.50623116,420.9664529
267,5.338412673,145.6253019
268,35.4581362,828.2960767
269,24.77819856,594.8048712
270,24.62861149,603.3053386
271,28.4917635,651.486741
272,24.94971519,607.5421478
273,25.44824,625.8464212
274,22.24873896,535.8667293
275,24.76187643,530.7482251
276,22.44803391,535.7089203
277,35.03345633,781.9837945
278,33.7442087,797.566536
279,22.52674945,521.2673794
280,28.46493296,607.8391938
281,23.49753209,534.3645388
282,26.07840506,599.2782774
283,28.86558895,662.5589903
284,22.14631706,512.5881071
285,26.33705248,574.4233102
286,25.00237968,550.7014036
287,26.4560508,554.7429738
288,22.18951589,496.4613625
289,15.52116187,350.6290364
290,17.6568394,409.4028016
291,28.72991474,631.3182368
292,27.52923218,661.4675188
293,27.18851714,642.3498137
294,10.40342267,321.7500343
295,17.58837197,412.0650006
296,24.52184673,538.31289
297,37.99863474,857.5266413
298,16.95477783,425.2655958
299,7.745285959,198.1215634
300,5.858454276,170.2377561
301,26.85972289,599.1163601
302,24.49347704,558.636932
303,21.90251935,550.4412717
304,30.02820743,714.5600563
305,21.28191601,526.7008607
306,32.46497067,759.3774317
307,17.09064457,441.5087331
308,33.31499762,756.0377021
309,23.4125478,542.8391063
310,18.97799114,454.1892673
311,12.27096675,335.1568558
312,25.19142452,575.176896
313,27.06860738,594.6510092
314,25.72547019,621.9692088
315,22.31107869,520.3924054
316,25.11606991,587.2212461
317,22.15258869,537.7661123
318,28.29868977,639.5380115
319,21.71200518,467.4023646
320,15.11819661,374.9557024
321,25.37410906,604.6266727
322,18.43998163,463.4805082
323,22.87056201,550.055216
324,14.36142415,315.6465807
325,7.261348397,223.4350161
326,25.22777375,563.2509867
327,20.97115284,489.3152348
328,19.77514871,458.860905
329,41.92444647,965.4930396
330,28.64919191,689.8516908
331,29.24175192,678.7513876
332,15.84302201,379.5642675
333,20.89871624,508.7204715
334,30.45673953,684.8030705
335,24.81875357,598.6761971
336,19.84924077,416.8486183
337,22.11870569,571.7642733
338,34.0616734,771.7895369
339,9.557275885,235.3646433
340,25.55120003,579.3073878
341,19.06659113,406.516091
342,23.08766377,536.2081816
343,8.033152964,249.8842521
344,29.70702382,702.9940111
345,12.18941793,335.770416
346,35.09479555,807.5412872
347,24.96044566,564.3105317
348,38.18519935,856.3033039
349,18.98527518,482.5719881
350,18.70847606,436.9513113
351,7.223377163,216.183462
352,12.70471774,295.3396989
353,24.5288527,594.1103517
354,39.76412854,935.7172907
355,30.24724825,648.4536093
356,24.47243216,596.8767502
357,20.24414985,498.2521461
358,20.22642046,475.5382094
359,14.89697237,384.6994155
360,28.78743552,633.5040087
361,29.70418303,659.8732869
362,26.36974685,609.4174787
363,6.775206313,199.5552938
364,23.24671713,555.245217
365,24.30829573,594.3116748
366,25.71796257,572.5370483
367,21.68442569,478.5985086
368,26.19166817,563.3816326
369,21.6018917,545.9039291
370,18.88371892,444.8268017
371,0.267027698,32.54661902
372,19.61787546,506.2223794
373,20.10390047,491.4304998
374,23.98464085,559.1358692
375,29.25112258,697.1474728
376,34.86070051,798.0597179
377,11.17715183,278.7319615
378,26.12624136,594.8724701
379,39.8593964,875.0193476
380,20.41103121,513.8043817
381,17.87119907,440.6778286
382,18.34681936,410.860905
383,9.900293264,256.772593
384,25.05628082,583.8552306
385,12.08460133,278.4182651
386,36.99708394,851.3430963
387,14.73182422,322.9839774
388,7.107491008,221.400252
389,38.09660871,819.1175879
390,26.9236056,644.4886327
391,12.43313955,283.6796571
392,10.11973687,276.3733742
393,17.57423462,402.7931738
394,12.06247527,300.9322734
395,30.40761507,690.7892959
396,7.335445007,192.3419961
397,22.63297707,546.6938576
398,28.04640445,665.6726764
399,33.51453981,750.4447328
400,24.24037247,569.6187562
401,38.62886243,916.648613
402,0.0,10.0
403,24.34910395,572.6720474
404,26.16885914,658.6004564
405,5.307507347,242.5098553
406,17.99701481,441.0029443
407,30.96508651,702.6236136
408,29.7185162,643.0909437
409,32.64993621,818.135393
410,21.12912561,493.2266364
411,18.55163953,443.1136034
412,14.55121221,323.9446718
413,41.76658912,969.2916296
414,27.11773949,658.5937316
415,20.01638438,477.3151879
416,20.56301483,425.0120182
417,27.51664567,649.729072
418,30.22810362,679.7120584
419,21.67989703,505.7438672
420,20.05018591,473.4996311
421,17.29920384,405.9151588
422,17.19943002,428.8543561
423,35.44454622,800.2024937
424,19.11365281,445.7723999
425,18.95252067,450.708589
426,26.12213765,617.1007232
427,19.98286779,541.2936627
428,27.72143999,654.8949545
429,21.02639814,521.7754452
430,25.3804373,603.3246306
431,24.11359659,588.5275513
432,27.5990664,634.1219776
433,8.756004031,246.7871609
434,27.54196095,640.1770588
435,15.91667782,381.0433769
436,17.18894776,390.8791194
437,28.79315859,654.1293765
438,17.13279538,412.082357
439,8.79430294,264.123914
440,31.03033279,684.1584437
441,19.20297003,459.7353497
442,27.12941186,615.1753845
443,30.08108934,698.9718063
444,45.0,1000.0
445,18.90848865,449.8133003
446,15.10292191,322.888783
447,21.89743267,493.4202188
448,29.50819457,629.8937918
449,19.2786717,452.6263171
450,29.87997288,683.5447809
451,21.61064376,537.6648006
452,24.98851899,608.6299921
453,31.16003022,746.9463889
454,34.67804648,756.9625616
455,20.90057478,491.2306027
456,37.12707034,892.9477198
457,26.36052065,646.2669458
458,35.33120818,804.2600255
459,24.48490862,526.5470649
460,38.66820248,891.4136462
461,28.90019172,636.298374
462,12.12301401,297.0254137
463,11.5951027,257.078777
464,17.45516162,391.7152986
465,20.89661921,494.6274373
466,40.30376781,926.0671533
467,26.53021877,612.2437215
468,39.5131548,898.805423
469,22.39797728,489.5690899
470,9.309345599,291.7230401
471,19.49474317,429.4357021
472,22.22512228,500.0657787
473,18.88716165,475.2133537
474,21.75209218,530.356713
475,18.15921677,453.7856066
476,14.86610347,296.9065323
477,28.82975908,682.8085663
478,25.33342015,581.2620157
479,18.50836039,432.8197952
480,22.48279827,507.900282
481,30.08518963,691.8554843
482,16.99788893,448.3259814
483,27.28106383,612.2419632
484,4.865873622,188.1513313
485,23.40725697,501.34533
486,12.30161489,333.3342585
487,32.63285815,793.079011
488,16.70385182,379.318226
489,26.96421749,581.0740052
490,23.82492237,584.399945
491,34.47216919,809.3525195
492,23.05621357,552.8193512
493,14.93150577,377.4309279
494,25.11206572,571.4342569
495,22.27489926,524.7463643
496,32.89309211,755.8183987
497,12.58815695,306.0907189
498,22.36240237,566.2173038
499,28.95773632,655.6603879
